Pathway Name	Pathway Id	Source Name	Organism	Pathway uploaded gene count	Genes in InnateDB for this entity	Pathway p-value	Pathway p-value (corrected)	Gene Symbols	Genes (Symbol|IDBG-ID|Ensembl|Entrez|Fold Change|P-Value)
Downregulation of SMAD2/3:SMAD4 transcriptional activity	13269	REACTOME	9606	6	23	2.4967284555443383E-6	6.08131716671871E-5	NCOR1; NCOR2; PPM1A; SMAD2; SMAD3; UBC; 	NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; UBC|IDBG-64029|ENSG00000150991|7316|; 
FBXW7 Mutants and NOTCH1 in Cancer	17874	REACTOME	9606	9	70	4.212414071585023E-6	7.182165992052465E-5	EP300; HDAC3; NCOR1; NCOR2; TBL1X; TBL1XR1; TLE1; TLE2; UBC; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by NOTCH1	19096	REACTOME	9606	9	70	4.212414071585023E-6	7.182165992052465E-5	EP300; HDAC3; NCOR1; NCOR2; TBL1X; TBL1XR1; TLE1; TLE2; UBC; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by NOTCH1 HD Domain Mutants in Cancer	19129	REACTOME	9606	9	70	4.212414071585023E-6	7.182165992052465E-5	EP300; HDAC3; NCOR1; NCOR2; TBL1X; TBL1XR1; TLE1; TLE2; UBC; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	18776	REACTOME	9606	9	70	4.212414071585023E-6	7.182165992052465E-5	EP300; HDAC3; NCOR1; NCOR2; TBL1X; TBL1XR1; TLE1; TLE2; UBC; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by NOTCH1 PEST Domain Mutants in Cancer	18501	REACTOME	9606	9	70	4.212414071585023E-6	7.182165992052465E-5	EP300; HDAC3; NCOR1; NCOR2; TBL1X; TBL1XR1; TLE1; TLE2; UBC; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by NOTCH1 in Cancer	17392	REACTOME	9606	9	70	4.212414071585023E-6	7.182165992052465E-5	EP300; HDAC3; NCOR1; NCOR2; TBL1X; TBL1XR1; TLE1; TLE2; UBC; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	16917	REACTOME	9606	9	70	4.212414071585023E-6	7.182165992052465E-5	EP300; HDAC3; NCOR1; NCOR2; TBL1X; TBL1XR1; TLE1; TLE2; UBC; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Developmental Biology	16794	REACTOME	9606	25	502	3.50546775144947E-6	7.244633352995572E-5	ACTG1; ACTR3; AKT2; CACNB3; CEBPA; CSNK2A1; DPYSL2; DPYSL5; EGFR; EGR2; EP300; EPHB3; HDAC3; JAK2; KRAS; NCOA2; NCOA6; NCOR1; NCOR2; SMAD2; SMAD3; TBL1X; TBL1XR1; TCF12; TUBA4A; 	ACTG1|IDBG-72264|ENSG00000184009|60,71|; ACTR3|IDBG-67369|ENSG00000115091|10096|; AKT2|IDBG-51270|ENSG00000105221|208|; CACNB3|IDBG-30418|ENSG00000167535|784|; CEBPA|IDBG-409028|ENSG00000245848|1050|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; DPYSL2|IDBG-13200|ENSG00000092964|102723812,1808|; DPYSL5|IDBG-36183|ENSG00000157851|56896|; EGFR|IDBG-16933|ENSG00000146648|1956|; EGR2|IDBG-75626|ENSG00000122877|1959|; EP300|IDBG-8992|ENSG00000100393|2033|; EPHB3|IDBG-68339|ENSG00000182580|2049|; HDAC3|IDBG-50725|ENSG00000171720|8841|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TCF12|IDBG-13567|ENSG00000140262|6938|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; 
Wnt signaling pathway	16165	INOH	9606	10	91	5.204675503308991E-6	8.65753339818715E-5	CSNK1E; EP300; LRP5; LRP6; MAP3K7; TLE1; TLE2; YWHAE; YWHAQ; YWHAZ; 	CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; EP300|IDBG-8992|ENSG00000100393|2033|; LRP5|IDBG-61383|ENSG00000162337|4041|; LRP6|IDBG-20075|ENSG00000070018|4040|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
Gene Expression	19770	REACTOME	9606	41	1118	5.911811764226627E-6	9.59965624572038E-5	AR; CHD3; CHD4; EEF1A1; EEF1A2; EIF1AX; EIF2B2; EIF5; EIF5B; ESR1; ESR2; HIST2H2AC; HIST2H2BE; HNF4A; HNRNPF; HNRNPK; HNRNPL; IGF2BP1; NCOA2; NCOA6; NCOR1; NCOR2; PCBP1; PPM1A; RBMX; RPS4Y1; SIRT1; SMAD2; SMAD3; SP1; SRSF3; SRSF9; SUZ12; TBL1X; TBL1XR1; UBC; YWHAZ; ZNF208; ZNF317; ZNF331; ZNF746; 	AR|IDBG-73722|ENSG00000169083|367|; CHD3|IDBG-27053|ENSG00000170004|1107|; CHD4|IDBG-14532|ENSG00000111642|1108|; EEF1A1|IDBG-92423|ENSG00000156508|102724204,1915|; EEF1A2|IDBG-86175|ENSG00000101210|1917|; EIF1AX|IDBG-50658|ENSG00000173674|1964|; EIF2B2|IDBG-12676|ENSG00000119718|8892|; EIF5|IDBG-21484|ENSG00000100664|1983|; EIF5B|IDBG-63343|ENSG00000158417|9669|; ESR1|IDBG-97997|ENSG00000091831|2099|; ESR2|IDBG-9004|ENSG00000140009|2100|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HNF4A|IDBG-76498|ENSG00000101076|3172|; HNRNPF|IDBG-71348|ENSG00000169813|3185|; HNRNPK|IDBG-73948|ENSG00000165119|3190|; HNRNPL|IDBG-49631|ENSG00000104824|3191|; IGF2BP1|IDBG-57431|ENSG00000159217|10642|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PCBP1|IDBG-55131|ENSG00000169564|5093|; PPM1A|IDBG-8210|ENSG00000100614|5494|; RBMX|IDBG-87732|ENSG00000147274|101928747,26787,27316|; RPS4Y1|IDBG-6|ENSG00000129824|6192|; SIRT1|IDBG-75847|ENSG00000096717|23411|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; SRSF3|IDBG-84998|ENSG00000112081|6428|; SRSF9|IDBG-60612|ENSG00000111786|283459,8683|; SUZ12|IDBG-39777|ENSG00000178691|23512|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; ZNF208|IDBG-41056|ENSG00000160321|7757|; ZNF317|IDBG-25519|ENSG00000130803|57693|; ZNF331|IDBG-67685|ENSG00000130844|55422|; ZNF746|IDBG-47452|ENSG00000181220|155061|; 
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	18119	REACTOME	9606	7	42	8.818568805067353E-6	1.3986660290827755E-4	NCOR1; NCOR2; PPM1A; SMAD2; SMAD3; SP1; UBC; 	NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by WNT in cancer	17000	REACTOME	9606	15	219	9.50615446318021E-6	1.4734539417929327E-4	AKT2; CHD8; CSNK1E; CSNK2A1; CUL3; EP300; HIST2H2AC; HIST2H2BE; HIST3H3; LRP5; LRP6; TLE1; TLE2; UBC; YWHAZ; 	AKT2|IDBG-51270|ENSG00000105221|208|; CHD8|IDBG-2645|ENSG00000100888|57680|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; CUL3|IDBG-82331|ENSG00000036257|8452|; EP300|IDBG-8992|ENSG00000100393|2033|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; LRP5|IDBG-61383|ENSG00000162337|4041|; LRP6|IDBG-20075|ENSG00000070018|4040|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
ErbB4 signaling events	15100	PID NCI	9606	6	30	1.322167952281197E-5	2.0038189854572805E-4	JAK2; NCOR1; NEDD4; SHC1; TAB2; WWOX; 	JAK2|IDBG-47039|ENSG00000096968|3717|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NEDD4|IDBG-13236|ENSG00000069869|4734|; SHC1|IDBG-103007|ENSG00000160691|6464|; TAB2|IDBG-97690|ENSG00000055208|23118|; WWOX|IDBG-43129|ENSG00000186153|51741|; 
Presenilin action in Notch and Wnt signaling	15094	PID NCI	9606	7	46	1.646336195023333E-5	2.4408723587085067E-4	CSNK2A1; JUN; LRP6; MAP3K7; NEDD4; TAB1; TLE1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; JUN|IDBG-99221|ENSG00000177606|3725|; LRP6|IDBG-20075|ENSG00000070018|4040|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; NEDD4|IDBG-13236|ENSG00000069869|4734|; TAB1|IDBG-8281|ENSG00000100324|10454|; TLE1|IDBG-73128|ENSG00000196781|7088|; 
IRAK2 mediated activation of TAK1 complex	13033	REACTOME	9606	4	10	1.9864368196972136E-5	2.7094998220669996E-4	MAP3K7; TAB1; TAB2; UBC; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	13038	REACTOME	9606	4	10	1.9864368196972136E-5	2.7094998220669996E-4	MAP3K7; TAB1; TAB2; UBC; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Chromosome Maintenance	17495	REACTOME	9606	9	84	1.9201539319203688E-5	2.7282187116035243E-4	HIST2H2AC; HIST2H2BE; HIST3H3; PCNA; POT1; PRIM1; PRIM2; TERF1; TERF2IP; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; PCNA|IDBG-50801|ENSG00000132646|5111|; POT1|IDBG-39151|ENSG00000128513|25913|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; TERF1|IDBG-25349|ENSG00000147601|7013|; TERF2IP|IDBG-42783|ENSG00000166848|54386|; 
RANKL	15925	NETPATH	9606	9	84	1.9201539319203688E-5	2.7282187116035243E-4	AKT2; CYLD; EGFR; JUN; MAP3K7; SPI1; SRC; TAB1; TAB2; 	AKT2|IDBG-51270|ENSG00000105221|208|; CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; EGFR|IDBG-16933|ENSG00000146648|1956|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SPI1|IDBG-43260|ENSG00000066336|6688|; SRC|IDBG-74081|ENSG00000197122|6714|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; 
Cell Cycle	18205	REACTOME	9606	24	523	2.20813941374568E-5	2.8960597695664494E-4	CCNB2; CSNK1E; CSNK2A1; DBF4; DYNLL1; EP300; GMNN; HIST2H2AC; HIST2H2BE; HIST3H3; MCM2; MIS12; NUDC; ODF2; PCNA; POT1; PRIM1; PRIM2; RAD51; TERF1; TERF2IP; TUBA4A; UBC; YWHAE; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; DBF4|IDBG-25283|ENSG00000006634|10926|; DYNLL1|IDBG-60661|ENSG00000088986|8655|; EP300|IDBG-8992|ENSG00000100393|2033|; GMNN|IDBG-65780|ENSG00000112312|51053|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; MCM2|IDBG-54871|ENSG00000073111|4171|; MIS12|IDBG-21731|ENSG00000167842|79003|; NUDC|IDBG-94765|ENSG00000090273|10726|; ODF2|IDBG-88092|ENSG00000136811|4957|; PCNA|IDBG-50801|ENSG00000132646|5111|; POT1|IDBG-39151|ENSG00000128513|25913|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; RAD51|IDBG-6509|ENSG00000051180|5888|; TERF1|IDBG-25349|ENSG00000147601|7013|; TERF2IP|IDBG-42783|ENSG00000166848|54386|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Tgf beta signaling pathway	4035	PID BIOCARTA	9606	5	20	2.2622479537504562E-5	2.9110435933166244E-4	EP300; MAP3K7; SMAD2; SMAD3; TAB1; 	EP300|IDBG-8992|ENSG00000100393|2033|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; TAB1|IDBG-8281|ENSG00000100324|10454|; 
Regulation of Androgen receptor activity	15656	PID NCI	9606	7	48	2.1969075575046434E-5	2.9378254004277783E-4	AR; CEBPA; JUN; NCOA2; SIRT1; SRC; SRY; 	AR|IDBG-73722|ENSG00000169083|367|; CEBPA|IDBG-409028|ENSG00000245848|1050|; JUN|IDBG-99221|ENSG00000177606|3725|; NCOA2|IDBG-24827|ENSG00000140396|10499|; SIRT1|IDBG-75847|ENSG00000096717|23411|; SRC|IDBG-74081|ENSG00000197122|6714|; SRY|IDBG-1|ENSG00000184895|6736|; 
deactivation of the beta-catenin transactivating complex	17798	REACTOME	9606	6	33	2.3578231238118335E-5	2.977843278591982E-4	AKT2; CHD8; TLE1; TLE2; UBC; YWHAZ; 	AKT2|IDBG-51270|ENSG00000105221|208|; CHD8|IDBG-2645|ENSG00000100888|57680|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
Signaling by NOTCH	18790	REACTOME	9606	10	109	2.609920113150994E-5	3.236300940307233E-4	EP300; HDAC3; JUN; NCOR1; NCOR2; TBL1X; TBL1XR1; TLE1; TLE2; UBC; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; JUN|IDBG-99221|ENSG00000177606|3725|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; 
TNFalpha	15913	NETPATH	9606	16	270	2.915607937119259E-5	3.550793951991669E-4	AKT2; CSNK2A1; EGFR; EP300; HIST3H3; JUN; MAP3K7; SMAD2; SMAD3; SMARCB1; SRC; TAB1; TAB2; YWHAE; YWHAQ; YWHAZ; 	AKT2|IDBG-51270|ENSG00000105221|208|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; JUN|IDBG-99221|ENSG00000177606|3725|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SMARCB1|IDBG-2584|ENSG00000099956|6598|; SRC|IDBG-74081|ENSG00000197122|6714|; TAB1|IDBG-8281|ENSG00000100324|10454|; TAB2|IDBG-97690|ENSG00000055208|23118|; YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
Packaging Of Telomere Ends	12919	REACTOME	9606	6	35	3.353471139567835E-5	4.01239880207941E-4	HIST2H2AC; HIST2H2BE; HIST3H3; POT1; TERF1; TERF2IP; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; POT1|IDBG-39151|ENSG00000128513|25913|; TERF1|IDBG-25349|ENSG00000147601|7013|; TERF2IP|IDBG-42783|ENSG00000166848|54386|; 
Signaling by ERBB4	13265	REACTOME	9606	11	137	3.6062260730804156E-5	4.2404244514497304E-4	AKT2; EGFR; ESR1; JAK2; KRAS; NCOR1; NEDD4; SHC1; TAB2; UBC; WWOX; 	AKT2|IDBG-51270|ENSG00000105221|208|; EGFR|IDBG-16933|ENSG00000146648|1956|; ESR1|IDBG-97997|ENSG00000091831|2099|; JAK2|IDBG-47039|ENSG00000096968|3717|; KRAS|IDBG-23889|ENSG00000133703|3845|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NEDD4|IDBG-13236|ENSG00000069869|4734|; SHC1|IDBG-103007|ENSG00000160691|6464|; TAB2|IDBG-97690|ENSG00000055208|23118|; UBC|IDBG-64029|ENSG00000150991|7316|; WWOX|IDBG-43129|ENSG00000186153|51741|; 
Cellular Senescence	18630	REACTOME	9606	12	164	4.005767072644212E-5	4.630395158548055E-4	CBX2; HIST2H2AC; HIST2H2BE; HIST3H3; JUN; POT1; RNF2; SP1; SUZ12; TERF1; TERF2IP; UBC; 	CBX2|IDBG-71184|ENSG00000173894|84733|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; JUN|IDBG-99221|ENSG00000177606|3725|; POT1|IDBG-39151|ENSG00000128513|25913|; RNF2|IDBG-105369|ENSG00000121481|6045|; SP1|IDBG-36616|ENSG00000185591|6667|; SUZ12|IDBG-39777|ENSG00000178691|23512|; TERF1|IDBG-25349|ENSG00000147601|7013|; TERF2IP|IDBG-42783|ENSG00000166848|54386|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Regulation of cytoplasmic and nuclear SMAD2/3 signaling	15659	PID NCI	9606	4	12	4.5513807608813656E-5	5.173402798201819E-4	KPNB1; PPM1A; SMAD2; SMAD3; 	KPNB1|IDBG-56053|ENSG00000108424|3837|; PPM1A|IDBG-8210|ENSG00000100614|5494|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; 
Adherens junction	505	KEGG	9606	8	73	4.781328633050143E-5	5.345682176623274E-4	ACTG1; CSNK2A1; EGFR; EP300; MAP3K7; SMAD2; SMAD3; SRC; 	ACTG1|IDBG-72264|ENSG00000184009|60,71|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Pelp1 modulation of estrogen receptor activity	3957	PID BIOCARTA	9606	3	5	5.645936732438241E-5	6.111950557972826E-4	EP300; ESR1; SRC; 	EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Leptin	15926	NETPATH	9606	9	96	5.618118742579469E-5	6.179930616837416E-4	CSNK2A1; EGFR; EP300; ESR1; JAK2; MAPT; SHC1; SP1; SRC; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAPT|IDBG-55163|ENSG00000186868|4137|; SHC1|IDBG-103007|ENSG00000160691|6464|; SP1|IDBG-36616|ENSG00000185591|6667|; SRC|IDBG-74081|ENSG00000197122|6714|; 
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	13720	REACTOME	9606	7	56	6.128267591160478E-5	6.429966918725301E-4	EP300; HDAC3; NCOR1; NCOR2; TBL1X; TBL1XR1; UBC; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Constitutive Signaling by NOTCH1 PEST Domain Mutants	13718	REACTOME	9606	7	56	6.128267591160478E-5	6.429966918725301E-4	EP300; HDAC3; NCOR1; NCOR2; TBL1X; TBL1XR1; UBC; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Activation of BH3-only proteins	18409	REACTOME	9606	5	25	7.204747889745474E-5	7.444906152736991E-4	AKT2; DYNLL1; YWHAE; YWHAQ; YWHAZ; 	AKT2|IDBG-51270|ENSG00000105221|208|; DYNLL1|IDBG-60661|ENSG00000088986|8655|; YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
